,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,prizes
559,571,Theodor,Mommsen,1817-11-30,1903-11-01,Schleswig (now Germany),DE,Garding,Germany,DE,Charlottenburg,male,"[{'year': '1902', 'category': 'literature', 'share': '1', 'motivation': '""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>""', 'affiliations': [[]]}]"
560,572,Bjørnstjerne,Bjørnson,1832-12-08,1910-04-26,Norway,NO,Kvikne,France,FR,Paris,male,"[{'year': '1903', 'category': 'literature', 'share': '1', 'motivation': '""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""', 'affiliations': [[]]}]"
561,573,Frédéric,Mistral,1830-09-08,1914-03-25,France,FR,Maillane,France,FR,Maillane,male,"[{'year': '1904', 'category': 'literature', 'share': '2', 'motivation': '""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""', 'affiliations': [[]]}]"
562,574,José,Echegaray,1832-04-19,1916-09-04,Spain,ES,Madrid,Spain,ES,Madrid,male,"[{'year': '1904', 'category': 'literature', 'share': '2', 'motivation': '""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""', 'affiliations': [[]]}]"
563,575,Henryk,Sienkiewicz,1846-05-05,1916-11-15,Poland,PL,Wola Okrzejska,Switzerland,CH,Vevey,male,"[{'year': '1905', 'category': 'literature', 'share': '1', 'motivation': '""because of his outstanding merits as an epic writer""', 'affiliations': [[]]}]"
564,576,Giosuè,Carducci,1835-07-27,1907-02-16,Tuscany (now Italy),IT,Val di Castello,Italy,IT,Bologna,male,"[{'year': '1906', 'category': 'literature', 'share': '1', 'motivation': '""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""', 'affiliations': [[]]}]"
565,577,Rudyard,Kipling,1865-12-30,1936-01-18,British India (now India),IN,Bombay (now Mumbai),United Kingdom,GB,London,male,"[{'year': '1907', 'category': 'literature', 'share': '1', 'motivation': '""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""', 'affiliations': [[]]}]"
566,578,Rudolf,Eucken,1846-01-05,1926-09-14,East Friesland (now Germany),DE,Aurich,Germany,DE,Jena,male,"[{'year': '1908', 'category': 'literature', 'share': '1', 'motivation': '""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""', 'affiliations': [[]]}]"
567,579,Selma,Lagerlöf,1858-11-20,1940-03-16,Sweden,SE,Mårbacka,Sweden,SE,Mårbacka,female,"[{'year': '1909', 'category': 'literature', 'share': '1', 'motivation': '""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""', 'affiliations': [[]]}]"
568,580,Paul,Heyse,1830-03-15,1914-04-02,Prussia (now Germany),DE,Berlin,Germany,DE,Munich,male,"[{'year': '1910', 'category': 'literature', 'share': '1', 'motivation': '""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""', 'affiliations': [[]]}]"
569,581,Maurice,Maeterlinck,1862-08-29,1949-05-06,Belgium,BE,Ghent,France,FR,Nice,male,"[{'year': '1911', 'category': 'literature', 'share': '1', 'motivation': '""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers\' own feelings and stimulate their imaginations""', 'affiliations': [[]]}]"
570,582,Gerhart,Hauptmann,1862-11-15,1946-06-06,Prussia (now Poland),PL,Bad Salzbrunn,Germany (now Poland),PL,Agnetendorf (now Jagniatków),male,"[{'year': '1912', 'category': 'literature', 'share': '1', 'motivation': '""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""', 'affiliations': [[]]}]"
571,583,Rabindranath,Tagore,1861-05-07,1941-08-07,India,IN,Calcutta,India,IN,Calcutta,male,"[{'year': '1913', 'category': 'literature', 'share': '1', 'motivation': '""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""', 'affiliations': [[]]}]"
572,584,Romain,Rolland,1866-01-29,1944-12-30,France,FR,Clamecy,France,FR,Vézelay,male,"[{'year': '1915', 'category': 'literature', 'share': '1', 'motivation': '""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""', 'affiliations': [[]]}]"
573,585,Verner,von Heidenstam,1859-07-06,1940-05-20,Sweden,SE,Olshammar,Sweden,SE,Övralid,male,"[{'year': '1916', 'category': 'literature', 'share': '1', 'motivation': '""in recognition of his significance as the leading representative of a new era in our literature""', 'affiliations': [[]]}]"
574,586,Karl,Gjellerup,1857-06-02,1919-10-11,Denmark,DK,Roholte,Germany,DE,Klotzsche,male,"[{'year': '1917', 'category': 'literature', 'share': '2', 'motivation': '""for his varied and rich poetry, which is inspired by lofty ideals""', 'affiliations': [[]]}]"
575,587,Henrik,Pontoppidan,1857-07-24,1943-08-21,Denmark,DK,Fredericia,Denmark,DK,Ordrup,male,"[{'year': '1917', 'category': 'literature', 'share': '2', 'motivation': '""for his authentic descriptions of present-day life in Denmark""', 'affiliations': [[]]}]"
576,588,Carl,Spitteler,1845-04-24,1924-12-29,Switzerland,CH,Liestal,Switzerland,CH,Lucerne,male,"[{'year': '1919', 'category': 'literature', 'share': '1', 'motivation': '""in special appreciation of his epic, <I>Olympian Spring</I>""', 'affiliations': [[]]}]"
577,589,Knut,Hamsun,1859-08-04,1952-02-19,Norway,NO,Lom,Norway,NO,Grimstad,male,"[{'year': '1920', 'category': 'literature', 'share': '1', 'motivation': '""for his monumental work, <I>Growth of the Soil</I>""', 'affiliations': [[]]}]"
578,590,Anatole,France,1844-04-16,1924-10-12,France,FR,Paris,France,FR,Saint-Cyr-sur-Loire,male,"[{'year': '1921', 'category': 'literature', 'share': '1', 'motivation': '""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""', 'affiliations': [[]]}]"
579,592,Jacinto,Benavente,1866-08-12,1954-07-14,Spain,ES,Madrid,Spain,ES,Madrid,male,"[{'year': '1922', 'category': 'literature', 'share': '1', 'motivation': '""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""', 'affiliations': [[]]}]"
580,593,William Butler,Yeats,1865-06-13,1939-01-28,Ireland,IE,Dublin,France,FR,Roquebrune-Cap-Martin,male,"[{'year': '1923', 'category': 'literature', 'share': '1', 'motivation': '""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""', 'affiliations': [[]]}]"
581,594,Wladyslaw,Reymont,1867-05-07,1925-12-05,Russian Empire (now Poland),PL,Kobiele Wielkie,Poland,PL,Warsaw,male,"[{'year': '1924', 'category': 'literature', 'share': '1', 'motivation': '""for his great national epic, <I>The Peasants</I>""', 'affiliations': [[]]}]"
582,596,George Bernard,Shaw,1856-07-26,1950-11-02,Ireland,IE,Dublin,United Kingdom,GB,Ayot St. Lawrence,male,"[{'year': '1925', 'category': 'literature', 'share': '1', 'motivation': '""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""', 'affiliations': [[]]}]"
583,597,Grazia,Deledda,1871-09-27,1936-08-15,Italy,IT,"Nuoro, Sardinia",Italy,IT,Rome,female,"[{'year': '1926', 'category': 'literature', 'share': '1', 'motivation': '""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""', 'affiliations': [[]]}]"
584,600,Henri,Bergson,1859-10-18,1941-01-04,France,FR,Paris,France,FR,Paris,male,"[{'year': '1927', 'category': 'literature', 'share': '1', 'motivation': '""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""', 'affiliations': [[]]}]"
585,601,Sigrid,Undset,1882-05-20,1949-06-10,Denmark,DK,Kalundborg,Norway,NO,Lillehammer,female,"[{'year': '1928', 'category': 'literature', 'share': '1', 'motivation': '""principally for her powerful descriptions of Northern life during the Middle Ages""', 'affiliations': [[]]}]"
586,602,Thomas,Mann,1875-06-06,1955-08-12,Germany,DE,Lübeck,Switzerland,CH,Zurich,male,"[{'year': '1929', 'category': 'literature', 'share': '1', 'motivation': '""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""', 'affiliations': [[]]}]"
587,603,Sinclair,Lewis,1885-02-07,1951-01-10,USA,US,"Sauk Centre, MN",Italy,IT,Rome,male,"[{'year': '1930', 'category': 'literature', 'share': '1', 'motivation': '""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""', 'affiliations': [[]]}]"
588,604,Erik Axel,Karlfeldt,1864-07-20,1931-04-08,Sweden,SE,Karlbo,Sweden,SE,Stockholm,male,"[{'year': '1931', 'category': 'literature', 'share': '1', 'motivation': '""The poetry of Erik Axel Karlfeldt""', 'affiliations': [[]]}]"
589,605,John,Galsworthy,1867-08-14,1933-01-31,United Kingdom,GB,Kingston Hill,United Kingdom,GB,London,male,"[{'year': '1932', 'category': 'literature', 'share': '1', 'motivation': '""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""', 'affiliations': [[]]}]"
590,606,Ivan,Bunin,1870-10-22,1953-11-08,Russia,RU,Voronezh,France,FR,Paris,male,"[{'year': '1933', 'category': 'literature', 'share': '1', 'motivation': '""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""', 'affiliations': [[]]}]"
591,607,Luigi,Pirandello,1867-06-28,1936-12-10,Italy,IT,"Agrigento, Sicily",Italy,IT,Rome,male,"[{'year': '1934', 'category': 'literature', 'share': '1', 'motivation': '""for his bold and ingenious revival of dramatic and scenic art""', 'affiliations': [[]]}]"
592,608,Eugene,O'Neill,1888-10-16,1953-11-27,USA,US,"New York, NY",USA,US,"Boston, MA",male,"[{'year': '1936', 'category': 'literature', 'share': '1', 'motivation': '""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy""', 'affiliations': [[]]}]"
593,609,Roger,Martin du Gard,1881-03-23,1958-08-22,France,FR,Neuilly-sur-Seine,France,FR,Bellême,male,"[{'year': '1937', 'category': 'literature', 'share': '1', 'motivation': '""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""', 'affiliations': [[]]}]"
594,610,Pearl,Buck,1892-06-26,1973-03-06,USA,US,"Hillsboro, WV",USA,US,"Danby, VT",female,"[{'year': '1938', 'category': 'literature', 'share': '1', 'motivation': '""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""', 'affiliations': [[]]}]"
595,613,Frans Eemil,Sillanpää,1888-09-16,1964-06-03,Russian Empire (now Finland),FI,Hämeenkyrö,Finland,FI,Helsinki,male,"[{'year': '1939', 'category': 'literature', 'share': '1', 'motivation': '""for his deep understanding of his country\'s peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""', 'affiliations': [[]]}]"
596,614,Johannes V.,Jensen,1873-01-20,1950-11-25,Denmark,DK,Farsø,Denmark,DK,Copenhagen,male,"[{'year': '1944', 'category': 'literature', 'share': '1', 'motivation': '""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style""', 'affiliations': [[]]}]"
597,615,Gabriela,Mistral,1889-04-07,1957-01-10,Chile,CL,Vicuña,USA,US,"Hempstead, NY",female,"[{'year': '1945', 'category': 'literature', 'share': '1', 'motivation': '""for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world""', 'affiliations': [[]]}]"
598,617,Hermann,Hesse,1877-07-02,1962-08-09,Germany,DE,Calw,Switzerland,CH,Montagnola,male,"[{'year': '1946', 'category': 'literature', 'share': '1', 'motivation': '""for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style""', 'affiliations': [[]]}]"
599,618,André,Gide,1869-11-22,1951-02-19,France,FR,Paris,France,FR,Paris,male,"[{'year': '1947', 'category': 'literature', 'share': '1', 'motivation': '""for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""', 'affiliations': [[]]}]"
600,619,T.S.,Eliot,1888-09-26,1965-01-04,USA,US,"St. Louis, MO",United Kingdom,GB,London,male,"[{'year': '1948', 'category': 'literature', 'share': '1', 'motivation': '""for his outstanding, pioneer contribution to present-day poetry""', 'affiliations': [[]]}]"
601,620,William,Faulkner,1897-09-25,1962-07-06,USA,US,"New Albany, MS",USA,US,"Byhalia, MS",male,"[{'year': '1949', 'category': 'literature', 'share': '1', 'motivation': '""for his powerful and artistically unique contribution to the modern American novel""', 'affiliations': [[]]}]"
602,621,Bertrand,Russell,1872-05-18,1970-02-02,United Kingdom,GB,Trelleck,United Kingdom,GB,Penrhyndeudraeth,male,"[{'year': '1950', 'category': 'literature', 'share': '1', 'motivation': '""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""', 'affiliations': [[]]}]"
603,622,Pär,Lagerkvist,1891-05-23,1974-07-11,Sweden,SE,Växjö,Sweden,SE,Stockholm,male,"[{'year': '1951', 'category': 'literature', 'share': '1', 'motivation': '""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""', 'affiliations': [[]]}]"
604,623,François,Mauriac,1885-10-11,1970-09-01,France,FR,Bordeaux,France,FR,Paris,male,"[{'year': '1952', 'category': 'literature', 'share': '1', 'motivation': '""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""', 'affiliations': [[]]}]"
